,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
633,1839,BNB,BNB,bnb,2207,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,145936398.71315137,145936398.71315137,False,,4,,,,2024-08-14T04:17:00.000Z,526.5954441065286,1718955445.6742327,-3.8753,0.35307648,2.16640321,6.39519212,-4.92207371,-13.06409065,-9.7967122,76849442691.65938,3.5903,76849442691.66,,2024-08-14T04:17:00.000Z,,,,,,2024-08-13 23:47:11.569341
634,5426,Solana,SOL,solana,715,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,466841677.5051869,582263706.8848988,True,,5,,,,2024-08-14T04:17:00.000Z,145.1789437588358,2133315309.9128714,-36.4453,0.15801972,1.1398401,-5.44168719,-3.93115447,0.23550136,-10.74760391,67775581642.80609,3.1664,84532429954.65,,2024-08-14T04:17:00.000Z,,,,,,2024-08-13 23:47:11.569341
635,3408,USDC,USDC,usd-coin,21485,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,34509826094.50879,34509826094.50879,False,,6,,,,2024-08-14T04:17:00.000Z,1.0001134976473438,5444742234.599351,-29.536,-0.00049134,0.01543175,0.01984251,0.0163445,0.01287186,0.01975057,34513742878.58076,1.6132,34513742878.58,,2024-08-14T04:17:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-08-13 23:47:11.569341
636,52,XRP,XRP,xrp,1364,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,56113081096.0,99987342059.0,False,,7,,,,2024-08-14T04:18:00.000Z,0.5795585051123469,1271770151.2879593,-9.7927,0.01817922,2.70234737,11.93443216,9.85692045,21.46570445,11.96979326,32520813397.24565,1.5193,57955850511.23,,2024-08-14T04:18:00.000Z,,,,,,2024-08-13 23:47:11.569341
637,11419,Toncoin,TON,toncoin,502,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2518566442.1052794,5110447214.492493,True,,8,3414166606.0,22535688114.036896,,2024-08-14T04:17:00.000Z,6.600641009853781,330827339.3799788,-31.9019,1.79590922,6.23129157,13.86211484,-11.88809782,-18.05884669,-5.03093788,16624152943.801638,0.7767,33732227462.67,,2024-08-14T04:17:00.000Z,,,,,,2024-08-13 23:47:11.569341
638,74,Dogecoin,DOGE,dogecoin,1034,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,145525196383.7053,145525196383.7053,True,,9,,,,2024-08-14T04:18:00.000Z,0.10603027176196975,494711333.042596,-40.2853,0.2203063,1.65885079,6.67075324,-9.67755845,-21.84722684,-32.33820638,15430076120.77829,0.7211,15430076120.78,,2024-08-14T04:18:00.000Z,,,,,,2024-08-13 23:47:11.569341
639,2010,Cardano,ADA,cardano,1221,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35934544120.146,37130259832.211,False,,10,,,,2024-08-14T04:17:00.000Z,0.3407760741503973,200250314.45477486,-27.544,0.51288861,1.82207836,0.72592659,-21.50756106,-17.3073065,-25.64696629,12245632871.647598,0.5724,15334923336.77,,2024-08-14T04:17:00.000Z,,,,,,2024-08-13 23:47:11.569341
640,1958,TRON,TRX,tron,1006,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,86975923026.99881,86975926157.14122,True,,11,71659659264.0,9275273703.31437,,2024-08-14T04:17:00.000Z,0.12943507963306813,257053358.05153415,-9.7576,0.17055984,2.82231052,3.99644002,-6.37264813,11.17027391,3.98374962,11257735523.159195,0.5261,11257735928.31,,2024-08-14T04:17:00.000Z,,,,,,2024-08-13 23:47:11.569341
641,5805,Avalanche,AVAX,avalanche,761,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,395335973.8217392,444682343.8217392,False,,12,,,,2024-08-14T04:17:00.000Z,21.33715820873844,177330385.9621871,-27.5605,-0.02648001,2.71859355,-0.37524217,-20.44765739,-29.68219337,-38.84380896,8435346219.040128,0.3942,15272043655.0,,2024-08-14T04:17:00.000Z,,,,,,2024-08-13 23:47:11.569341
642,5994,Shiba Inu,SHIB,shiba-inu,855,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589270363148840.4,589519075248301.8,False,,13,,,,2024-08-14T04:17:00.000Z,1.3819042997561603e-05,159240237.48350453,-34.0466,-0.111425,1.31725291,0.38992245,-23.18921211,-32.86853163,-45.00501161,8143152485.542565,0.3806,8146589448.74,,2024-08-14T04:17:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-08-13 23:47:11.569341
643,1831,Bitcoin Cash,BCH,bitcoin-cash,909,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19746637.5,19746637.5,False,,14,,,,2024-08-14T04:17:00.000Z,348.17359719724817,213324197.7717569,-36.8918,-0.40228162,0.5021043,7.07194304,-9.83938619,-18.46491095,-24.10251535,6875257810.925076,0.3213,7311645541.14,,2024-08-14T04:17:00.000Z,,,,,,2024-08-13 23:47:11.569341
644,6636,Polkadot,DOT,polkadot-new,798,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1480807964.8530235,1480807964.8530235,True,,15,1480807964.8520236,6710167661.210622,,2024-08-14T04:17:00.000Z,4.531423263840403,102345978.72276816,-14.9858,0.32462149,0.56219265,-1.20158839,-30.32826348,-26.51831018,-35.01822266,6710167661.215153,0.3136,6710167661.22,,2024-08-14T04:17:00.000Z,,,,,,2024-08-13 23:47:11.569341
645,1,Bitcoin,BTC,bitcoin,11631,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19739640.0,19739640.0,False,,1,,,,2024-08-14T04:34:00.000Z,61135.85270842751,29189764460.18009,-21.0557,-0.03601333,3.25943855,6.84295989,-2.30511168,-7.62650545,-7.24474838,1206799723557.384,56.3264,1283852906876.98,,2024-08-14T04:34:00.000Z,,,,,,2024-08-13 23:47:11.569341
646,1027,Ethereum,ETH,ethereum,9206,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120274778.264,120274778.264,True,,2,,,,2024-08-14T04:33:00.000Z,2715.003035514776,14933371651.143047,-32.1281,-0.25203306,1.98513634,7.42312431,-18.60296199,-22.41944275,-9.81859399,326546388082.6266,15.2595,326546388082.63,,2024-08-14T04:33:00.000Z,,,,,,2024-08-13 23:47:11.569341
647,825,Tether USDt,USDT,tether,94066,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,115638558844.54697,117068077122.29233,True,,3,,,,2024-08-14T04:33:00.000Z,1.0004087248937672,49226521101.639275,-22.5382,-0.01309589,0.00327802,-0.02785895,-0.02781842,0.07527142,0.01356111,115685823202.22609,5.4032,117115925759.68,,2024-08-14T04:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-08-13 23:47:11.569341
648,1839,BNB,BNB,bnb,2207,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,145936397.5436491,145936397.5436491,False,,4,,,,2024-08-14T04:33:00.000Z,526.8517278926136,1719484344.6788836,-4.1314,0.13385184,1.7555942,6.18596763,-4.97530482,-12.93335021,-9.73239182,76886843208.29489,3.591,76886843208.29,,2024-08-14T04:33:00.000Z,,,,,,2024-08-13 23:47:11.569341
649,5426,Solana,SOL,solana,715,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,466841549.5831935,582263612.8125762,True,,5,,,,2024-08-14T04:33:00.000Z,145.1001008785419,2146814098.3399224,-36.118,-0.32200599,0.40187548,-5.65805283,-4.15752833,0.52552682,-10.92656172,67738755938.81619,3.1638,84486508957.01,,2024-08-14T04:33:00.000Z,,,,,,2024-08-13 23:47:11.569341
650,3408,USDC,USDC,usd-coin,21485,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,34508441413.37837,34508441413.37837,False,,6,,,,2024-08-14T04:33:00.000Z,1.000048098954961,5441485180.895139,-29.6137,-0.00880818,0.00979172,-0.00333839,-0.01648167,-0.01205368,0.00918809,34510101233.34769,1.6106,34510101233.35,,2024-08-14T04:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-08-13 23:47:11.569341
651,52,XRP,XRP,xrp,1364,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,56113081096.0,99987342059.0,False,,7,,,,2024-08-14T04:34:00.000Z,0.5794971715669266,1274715885.5121706,-9.8061,0.09223663,2.3308952,11.76235763,9.69742687,21.54432562,11.87848812,32517371783.03758,1.5187,57949717156.69,,2024-08-14T04:34:00.000Z,,,,,,2024-08-13 23:47:11.569341
652,11419,Toncoin,TON,toncoin,502,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2518572762.4039674,5110453534.79118,True,,8,3414166606.0,22594991516.95227,,2024-08-14T04:33:00.000Z,6.618010813310693,334158824.26853216,-30.7464,1.63060752,6.02758527,14.23534776,-11.87602201,-17.56635382,-4.15266154,16667941775.69924,0.7785,33821036754.17,,2024-08-14T04:33:00.000Z,,,,,,2024-08-13 23:47:11.569341
653,74,Dogecoin,DOGE,dogecoin,1034,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,145525506383.7052,145525506383.7052,True,,9,,,,2024-08-14T04:34:00.000Z,0.10610161986512595,493508459.0216522,-40.6143,-0.12662499,1.32073471,6.60592638,-9.76642139,-21.62754435,-32.40160922,15440491959.003849,0.7207,15440491959.0,,2024-08-14T04:34:00.000Z,,,,,,2024-08-13 23:47:11.569341
654,2010,Cardano,ADA,cardano,1221,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35934539971.56,37130259832.211,False,,10,,,,2024-08-14T04:33:00.000Z,0.34140270198604544,199896214.0133292,-27.9687,0.53105475,1.50891611,1.02860799,-21.47043788,-16.99779077,-25.84082941,12268149040.916136,0.5726,15363121589.37,,2024-08-14T04:33:00.000Z,,,,,,2024-08-13 23:47:11.569341
655,1958,TRON,TRX,tron,1006,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,86975923026.99881,86975926157.14122,True,,11,71659659264.0,9276000547.805878,,2024-08-14T04:33:00.000Z,0.12944522264098882,255984913.67022955,-10.5791,-0.04725916,2.80116817,4.0629888,-6.3862257,11.18167608,3.80630443,11258617720.635366,0.5261,11258618125.82,,2024-08-14T04:33:00.000Z,,,,,,2024-08-13 23:47:11.569341
656,5805,Avalanche,AVAX,avalanche,761,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,395335997.3731093,444682367.3731093,False,,12,,,,2024-08-14T04:33:00.000Z,21.36159048097681,177471525.7621401,-27.5963,-0.24785341,2.26910194,-0.46388151,-20.49052783,-29.45716968,-38.67623053,8445005678.272883,0.3946,15289531022.56,,2024-08-14T04:33:00.000Z,,,,,,2024-08-13 23:47:11.569341
657,5994,Shiba Inu,SHIB,shiba-inu,855,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589270363148840.4,589519075248301.8,False,,13,,,,2024-08-14T04:33:00.000Z,1.3849922089002908e-05,159133607.82531044,-34.3171,-0.07538706,0.96739054,0.62093418,-23.18537485,-32.63144697,-44.93839644,8161348618.96989,0.3814,8164793262.17,,2024-08-14T04:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-08-13 23:47:11.569341
658,1831,Bitcoin Cash,BCH,bitcoin-cash,909,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19746637.5,19746637.5,False,,14,,,,2024-08-14T04:33:00.000Z,348.3308838153726,213507434.10531953,-37.1479,-0.39759681,0.27480842,7.22647438,-10.2149871,-18.24934786,-23.91039216,6878363692.75678,0.3214,7314948560.12,,2024-08-14T04:33:00.000Z,,,,,,2024-08-13 23:47:11.569341
659,6636,Polkadot,DOT,polkadot-new,798,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1480807964.0474195,1480807964.0474195,True,,15,1480807964.8520236,6706943976.570037,,2024-08-14T04:34:00.000Z,4.52924628700269,102180795.72868049,-15.4588,-0.07187924,0.04342975,-1.29553202,-30.54601608,-26.41495938,-35.08740846,6706943972.925787,0.313,6706943972.93,,2024-08-14T04:34:00.000Z,,,,,,2024-08-13 23:47:11.569341
660,1,Bitcoin,BTC,bitcoin,11631,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19739640.0,19739640.0,False,,1,,,,2024-08-14T04:35:00.000Z,61095.57643755978,29176533410.074352,-21.1415,-0.12065791,3.18644112,6.78164063,-2.3114074,-7.67713427,-7.29638687,1206004684469.9126,56.2893,1283007105188.76,,2024-08-14T04:35:00.000Z,,,,,,2024-08-13 23:47:11.569341
661,1027,Ethereum,ETH,ethereum,9206,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120274778.264,120274778.264,True,,2,,,,2024-08-14T04:34:00.000Z,2715.2305568274164,14932319826.86174,-32.145,-0.24063355,2.03205459,7.50593933,-18.59503254,-22.37980364,-9.81483299,326573753158.05475,15.2426,326573753158.05,,2024-08-14T04:34:00.000Z,,,,,,2024-08-13 23:47:11.569341
662,825,Tether USDt,USDT,tether,94066,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,115638558844.54697,117068077122.29233,True,,3,,,,2024-08-14T04:34:00.000Z,1.000373869560438,49223630390.479416,-22.5637,-0.04921489,0.00499653,-0.02656831,-0.01277948,0.0860442,0.0121571,115681792581.71187,5.403,117111845312.83,,2024-08-14T04:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-08-13 23:47:11.569341
663,1839,BNB,BNB,bnb,2207,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,145936397.5436491,145936397.5436491,False,,4,,,,2024-08-14T04:34:00.000Z,526.9091404479312,1719438913.2928169,-4.1373,0.14222064,1.70831993,6.02192243,-4.93711855,-12.86575578,-9.70941077,76895221789.79173,3.5914,76895221789.79,,2024-08-14T04:34:00.000Z,,,,,,2024-08-13 23:47:11.569341
664,5426,Solana,SOL,solana,715,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,466841549.5831935,582263612.8125762,True,,5,,,,2024-08-14T04:34:00.000Z,145.05790341960298,2146275558.374689,-36.1588,-0.3508438,0.25831565,-5.83744573,-4.16757795,0.55586794,-10.90624114,67719056411.69668,3.1629,84461938912.12,,2024-08-14T04:34:00.000Z,,,,,,2024-08-13 23:47:11.569341
665,3408,USDC,USDC,usd-coin,21485,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,34508441413.37837,34508441413.37837,False,,6,,,,2024-08-14T04:34:00.000Z,0.9999793803507816,5441269203.086246,-29.6216,-0.05277831,-0.00157784,-0.01655189,-0.00134674,-0.00269074,0.01153238,34507729861.42136,1.6105,34507729861.42,,2024-08-14T04:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-08-13 23:47:11.569341
666,52,XRP,XRP,xrp,1364,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,56113081096.0,99987342059.0,False,,7,,,,2024-08-14T04:35:00.000Z,0.5794978237899256,1274999693.3036828,-9.7464,0.096242,2.34464642,11.76273829,9.65041008,21.54722498,11.87216551,32517408381.279617,1.5187,57949782378.99,,2024-08-14T04:35:00.000Z,,,,,,2024-08-13 23:47:11.569341
667,11419,Toncoin,TON,toncoin,502,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2518572762.4039674,5110453534.79118,True,,8,3414166606.0,22608092345.39284,,2024-08-14T04:34:00.000Z,6.62184800989552,334134831.48008376,-30.7477,1.64505739,6.03020779,14.21292361,-11.82454067,-17.49779803,-3.96293891,16677606034.501774,0.7789,33840646569.02,,2024-08-14T04:34:00.000Z,,,,,,2024-08-13 23:47:11.569341
668,74,Dogecoin,DOGE,dogecoin,1034,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,145525506383.7052,145525506383.7052,True,,9,,,,2024-08-14T04:35:00.000Z,0.10608924969232875,491984601.89738315,-40.8574,-0.13634653,1.30448581,6.58726521,-9.77155663,-21.63342298,-32.4138083,15438691783.343481,0.7206,15438691783.34,,2024-08-14T04:35:00.000Z,,,,,,2024-08-13 23:47:11.569341
669,2010,Cardano,ADA,cardano,1221,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35934539971.56,37130259832.211,False,,10,,,,2024-08-14T04:34:00.000Z,0.3413298285790847,199943523.44185847,-27.9647,0.49529394,1.44092958,0.9415445,-21.43222761,-17.00991769,-25.87926975,12265530368.560843,0.5724,15359842286.06,,2024-08-14T04:34:00.000Z,,,,,,2024-08-13 23:47:11.569341
670,1958,TRON,TRX,tron,1006,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,86975923026.99881,86975926157.14122,True,,11,71659659264.0,9274519247.97112,,2024-08-14T04:34:00.000Z,0.12942455131977448,255991886.5105205,-10.5933,-0.02889985,2.76101503,4.043366,-6.41413382,11.17981468,3.7968954,11256819813.392563,0.5254,11256820218.51,,2024-08-14T04:34:00.000Z,,,,,,2024-08-13 23:47:11.569341
